Symbol	Name	PharmGKB Accession Id	NCBI Gene ID	HGNC ID	Ensembl Id	Chromosome	Chromosomal Start - GRCh37	Chromosomal Stop - GRCh37	Chromosomal Start - GRCh38	Chromosomal Stop - GRCh38
SGK1	serum/glucocorticoid regulated kinase 1	PA162403013	6446	HGNC:10810	ENSG00000118515	chr6	134490384	134639196	134169246	134318112
SGK3	serum/glucocorticoid regulated kinase family member 3	PA35722	23678	HGNC:10812	ENSG00000104205	chr8	67624653	67774257	66712418	66862022
SGMS1	sphingomyelin synthase 1	PA162403042	259230	HGNC:29799	ENSG00000198964	chr10	52065345	52383737	50305585	50623977
SGMS2	sphingomyelin synthase 2	PA162403069	166929	HGNC:28395	ENSG00000164023	chr4	108745721	108836203	107823645	107915047
SGO1	shugoshin 1	PA134988556	151648	HGNC:25088	ENSG00000129810	chr3	20202085	20227724	20160593	20188143
SGO2	shugoshin 2	PA134901462	151246	HGNC:30812	ENSG00000163535	chr2	201390865	201448818	200510198	200584095
SGPL1	sphingosine-1-phosphate lyase 1	PA35725	8879	HGNC:10817	ENSG00000166224	chr10	72575704	72640946	70815920	70881189
SGPP1	sphingosine-1-phosphate phosphatase 1	PA134884424	81537	HGNC:17720	ENSG00000126821	chr14	64150934	64194756	63684216	63728095
SGPP2	sphingosine-1-phosphate phosphatase 2	PA134956234	130367	HGNC:19953	ENSG00000163082	chr2	223288771	223427342	222424052	222562622
SGSH	N-sulfoglucosamine sulfohydrolase	PA35726	6448	HGNC:10818	ENSG00000181523	chr17	78180515	78194199	80200668	80220400
SGSM1	small G protein signaling modulator 1	PA162403086	129049	HGNC:29410	ENSG00000167037	chr22	25202136	25322813	24806221	24926846
SGSM2	small G protein signaling modulator 2	PA162403141	9905	HGNC:29026	ENSG00000141258	chr17	2240806	2284353	2337512	2381074
SGSM3	small G protein signaling modulator 3	PA162403194	27352	HGNC:25228	ENSG00000100359	chr22	40766571	40806293	40370530	40410289
SGTA	small glutamine rich tetratricopeptide repeat containing alpha	PA35727	6449	HGNC:10819	ENSG00000104969	chr19	2754711	2783363	2754714	2783356
SGTB	small glutamine rich tetratricopeptide repeat containing beta	PA134957805	54557	HGNC:23567	ENSG00000197860	chr5	64961755	65018648	65665928	65722821
SH2B1	SH2B adaptor protein 1	PA145148084	25970	HGNC:30417	ENSG00000178188	chr16	28872939	28885534	28846600	28874213
SH2B2	SH2B adaptor protein 2	PA145148106	10603	HGNC:17381	ENSG00000160999	chr7	101928405	101962178	102284526	102321711
SH2B3	SH2B adaptor protein 3	PA145148124	10019	HGNC:29605	ENSG00000111252	chr12	111843720	111889427	111405106	111451623
SH2D1A	SH2 domain containing 1A	PA35728	4068	HGNC:10820	ENSG00000183918	chrX	123480132	123507010	124346282	124373160
SH2D1B	SH2 domain containing 1B	PA142670926	117157	HGNC:30416	ENSG00000198574	chr1	162365056	162381928	162395266	162412138
SH2D2A	SH2 domain containing 2A	PA35729	9047	HGNC:10821	ENSG00000027869	chr1	156776035	156786640	156806238	156816853
SH2D3A	SH2 domain containing 3A	PA38192	10045	HGNC:16885	ENSG00000125731	chr19	6752171	6767531	6752160	6767513
SH2D3C	SH2 domain containing 3C	PA38191	10044	HGNC:16884	ENSG00000095370	chr9	130500596	130541048	127738317	127778769
SH2D4A	SH2 domain containing 4A	PA134891945	63898	HGNC:26102	ENSG00000104611	chr8	19171081	19253729	19313443	19396218
SH2D4B	SH2 domain containing 4B	PA134943660	387694	HGNC:31440	ENSG00000178217	chr10	82297658	82406316	80537902	80646560
SH2D5	SH2 domain containing 5	PA142670927	400745	HGNC:28819	ENSG00000189410	chr1	21046225	21059133	20719731	20732640
SH2D6	SH2 domain containing 6	PA162403243	284948	HGNC:30439	ENSG00000152292	chr2	85660108	85664180	85418931	85437029
SH2D7	SH2 domain containing 7	PA164725681	646892	HGNC:34549	ENSG00000183476	chr15	78384927	78396393	78089895	78104051
SH3BGR	SH3 domain binding glutamate rich protein	PA35730	6450	HGNC:10822	ENSG00000185437	chr21	40817797	40887433	39445865	39515506
SH3BGRL	SH3 domain binding glutamate rich protein like	PA35731	6451	HGNC:10823	ENSG00000131171	chrX	80457303	80554046	81201804	81298547
SH3BGRL2	SH3 domain binding glutamate rich protein like 2	PA37978	83699	HGNC:15567	ENSG00000198478	chr6	80341000	80413369	79537561	79703670
SH3BGRL3	SH3 domain binding glutamate rich protein like 3	PA37979	83442	HGNC:15568	ENSG00000142669	chr1	26606213	26608013	26279722	26281522
SH3BP1	SH3 domain binding protein 1	PA35732	23616	HGNC:10824	ENSG00000100092	chr22	38030661	38052119	37639677	37656043
SH3BP2	SH3 domain binding protein 2	PA35733	6452	HGNC:10825	ENSG00000087266	chr4	2794750	2842823	2793023	2841096
SH3BP4	SH3 domain binding protein 4	PA35734	23677	HGNC:10826	ENSG00000130147	chr2	235860628	235964358	234951984	235055714
SH3BP5	SH3 domain binding protein 5	PA35735	9467	HGNC:10827	ENSG00000131370	chr3	15295860	15382901	15254353	15341394
SH3BP5L	SH3 binding domain protein 5 like	PA142670923	80851	HGNC:29360	ENSG00000175137	chr1	249104645	249120154	248810446	248826285
SH3D19	SH3 domain containing 19	PA162403244	152503	HGNC:30418	ENSG00000109686	chr4	152041433	152246797	151120281	151228030
SH3D21	SH3 domain containing 21	PA142672497	79729	HGNC:26236	ENSG00000214193	chr1	36771889	36793544	36306348	36329221
SH3GL1	SH3 domain containing GRB2 like 1, endophilin A2	PA35736	6455	HGNC:10830	ENSG00000141985	chr19	4360364	4400565	4360367	4400568
SH3GL1P1	SH3-domain GRB2-like 1 pseudogene 1	PA35741	6458	HGNC:10835		chr17	30367355	30369851	32040336	32042832
SH3GL1P2	SH3-domain GRB2-like 1 pseudogene 2	PA35742	6459	HGNC:10836		chr17	28951336	28953841	30624318	30626823
SH3GL1P3	SH3-domain GRB2-like 1 pseudogene 3	PA35743	727736	HGNC:10837		chr17	66129357	66131906	68133216	68135668
SH3GL2	SH3 domain containing GRB2 like 2, endophilin A1	PA35737	6456	HGNC:10831	ENSG00000107295	chr9	17578953	17797122	17578954	17797129
SH3GL3	SH3 domain containing GRB2 like 3, endophilin A3	PA35738	6457	HGNC:10832	ENSG00000140600	chr15	84116091	84287495	83447123	83618743
SH3GLB1	SH3 domain containing GRB2 like, endophilin B1	PA35739	51100	HGNC:10833	ENSG00000097033	chr1	87170253	87213867	86704570	86748184
SH3GLB2	SH3 domain containing GRB2 like, endophilin B2	PA35740	56904	HGNC:10834	ENSG00000148341	chr9	131770313	131790604	129007792	129028353
SH3KBP1	SH3 domain containing kinase binding protein 1	PA37822	30011	HGNC:13867	ENSG00000147010	chrX	19552083	19905744	19533965	19887626
SH3PXD2A	SH3 and PX domains 2A	PA134956816	9644	HGNC:23664	ENSG00000107957	chr10	105353784	105615195	103594027	103855464
SH3PXD2B	SH3 and PX domains 2B	PA134864119	285590	HGNC:29242	ENSG00000174705	chr5	171752185	171881527	172325181	172454523
SH3RF1	SH3 domain containing ring finger 1	PA134915904	57630	HGNC:17650	ENSG00000154447	chr4	170015407	170192249	169094256	169271098
SH3RF2	SH3 domain containing ring finger 2	PA134944983	153769	HGNC:26299	ENSG00000156463	chr5	145316126	145458680	145936563	146081773
SH3RF3	SH3 domain containing ring finger 3	PA162403291	344558	HGNC:24699	ENSG00000172985	chr2				
SH3TC1	SH3 domain and tetratricopeptide repeats 1	PA128394666	54436	HGNC:26009	ENSG00000125089	chr4	8201060	8242830	8182072	8241103
SH3TC2	SH3 domain and tetratricopeptide repeats 2	PA134951912	79628	HGNC:29427	ENSG00000169247	chr5	148361713	148442737	148982150	149063174
SH3YL1	SH3 and SYLF domain containing 1	PA128394643	26751	HGNC:29546	ENSG00000035115	chr2	218136	264820	218136	264866
SHANK1	SH3 and multiple ankyrin repeat domains 1	PA37965	50944	HGNC:15474	ENSG00000161681	chr19	51163052	51220195	50659257	50719779
SHANK2	SH3 and multiple ankyrin repeat domains 2	PA37867	22941	HGNC:14295	ENSG00000162105	chr11	70313961	70935808	70467856	71252724
SHANK2-AS3	SHANK2 antisense RNA 3	PA144596495	220070	HGNC:25098	ENSG00000171671	chr11	70708895	70711220	70862790	70865115
SHANK3	SH3 and multiple ankyrin repeat domains 3	PA37866	85358	HGNC:14294	ENSG00000251322	chr22	51113070	51171640	50674642	50733212
SHARPIN	SHANK associated RH domain interactor	PA142670925	81858	HGNC:25321	ENSG00000179526	chr8	145153536	145159140	144098633	144104265
SHB	SH2 domain containing adaptor protein B	PA35744	6461	HGNC:10838	ENSG00000107338	chr9	37915895	38069210	37915898	38069213
SHBG	sex hormone binding globulin	PA35745	6462	HGNC:10839	ENSG00000129214	chr17	7517382	7536700	7614064	7633383
SHC1	SHC adaptor protein 1	PA35746	6464	HGNC:10840	ENSG00000160691	chr1	154934774	154946959	154962298	154974492
SHC1P1	SHC (Src homology 2 domain containing) transforming protein 1 pseudogene 1	PA35747	6465	HGNC:10841		chrX	63652063	63655554	64432183	64435674
SHC1P2	SHC (Src homology 2 domain containing) transforming protein 1 pseudogene 2	PA35748	6466	HGNC:10842		chr17	42304329	42307918	44226961	44230550
SHC2	SHC adaptor protein 2	PA134971076	25759	HGNC:29869	ENSG00000129946	chr19	416583	460996	416583	461011
SHC3	SHC adaptor protein 3	PA134913435	53358	HGNC:18181	ENSG00000148082	chr9	91620686	91793682	89005771	89182308
SHC4	SHC adaptor protein 4	PA142670917	399694	HGNC:16743	ENSG00000185634	chr15	49115934	49255641	48823737	48963444
SHCBP1	SHC binding and spindle associated 1	PA134931125	79801	HGNC:29547	ENSG00000171241	chr16	46614466	46655311	46578591	46624933
SHCBP1L	SHC binding and spindle associated 1 like	PA25603	81626	HGNC:16788		chr1	182869000	182922553	182899865	182953418
SHD	Src homology 2 domain containing transforming protein D	PA142670918	56961	HGNC:30633	ENSG00000105251	chr19	4278598	4290720	4278601	4290723
SHE	Src homology 2 domain containing E	PA142670919	126669	HGNC:27004	ENSG00000169291	chr1	154442118	154474786	154469637	154502059
SHF	Src homology 2 domain containing F	PA142670920	90525	HGNC:25116	ENSG00000138606	chr15	45459412	45493373	45167214	45201175
SHFL	shiftless antiviral inhibitor of ribosomal frameshifting	PA162378809	55337	HGNC:25649	ENSG00000130813	chr19	10196806	10203928	10086119	10093252
SHH	sonic hedgehog signaling molecule	PA35752	6469	HGNC:10848	ENSG00000164690	chr7	155595558	155604967	155799984	155812273
SHISA2	shisa family member 2	PA162403292	387914	HGNC:20366	ENSG00000180730	chr13	26618735	26625198	26044597	26051060
SHISA3	shisa family member 3	PA162403293	152573	HGNC:25159	ENSG00000178343	chr4	42399856	42404504	42397839	42402487
SHISA4	shisa family member 4	PA162403294	149345	HGNC:27139	ENSG00000198892	chr1	201857797	201861715	201888669	201899346
SHISA5	shisa family member 5	PA162403295	51246	HGNC:30376	ENSG00000164054	chr3	48509197	48542259	48467798	48504826
SHISA6	shisa family member 6	PA165432740	388336	HGNC:34491	ENSG00000188803	chr17	11144740	11467380	11241423	11564063
SHISA7	shisa family member 7	PA165394299	729956	HGNC:35409	ENSG00000187902	chr19	55940105	55954230	55428738	55442863
SHISA8	shisa family member 8	PA165378367	440829	HGNC:18351	ENSG00000234965	chr22	42305558	42310671	41907180	41915093
SHISA9	shisa family member 9	PA165450677	729993	HGNC:37231	ENSG00000237515	chr16	12995477	13334273	12901619	13563427
SHISAL1	shisa like 1	PA164721896	85352	HGNC:29335	ENSG00000138944	chr22	44639545	44727470	44243665	44331693
SHISAL2A	shisa like 2A	PA162386717	348378	HGNC:28757	ENSG00000182183	chr1	53098961	53133252	52631438	52669120
SHISAL2B	shisa like 2B	PA162386728	100132916	HGNC:34236	ENSG00000145642	chr5	63986135	64014017	64690308	64718190
SHKBP1	SH3KBP1 binding protein 1	PA134954640	92799	HGNC:19214	ENSG00000160410	chr19	41082757	41097305	40576851	40591399
SHLD1	shieldin complex subunit 1	PA145149476	149840	HGNC:26318	ENSG00000171984	chr20	5731043	5844558	5750286	5864407
SHLD2	shieldin complex subunit 2	PA134926879	54537	HGNC:28773	ENSG00000122376	chr10	88854953	88951225	87094478	87191468
SHLD3	shieldin complex subunit 3	PA166181636	112441434	HGNC:53826			0	0	0	0
SHMT1	serine hydroxymethyltransferase 1	PA35753	6470	HGNC:10850	ENSG00000176974	chr17	18231187	18266856	18327860	18363563
SHMT1P1	serine hydroxymethyltransferase 1 (soluble) pseudogene 1	PA35754	6471	HGNC:10851		chr1	44315093	44317616	43849421	43851956
SHMT2	serine hydroxymethyltransferase 2	PA35755	6472	HGNC:10852	ENSG00000182199	chr12	57623356	57628718	57229573	57234935
SHOC1	shortage in chiasmata 1	PA134876692	158401	HGNC:26535	ENSG00000165181	chr9	114448901	114557556	111686175	111795949
SHOC2	SHOC2 leucine rich repeat scaffold protein	PA37960	8036	HGNC:15454	ENSG00000108061	chr10	112679301	112773425	110919370	111013667
SHOX	short stature homeobox	PA134978644	6473	HGNC:10853	ENSG00000185960	chrX	585079	620146	624344	659411
SHOX2	short stature homeobox 2	PA35756	6474	HGNC:10854	"ENSG00000168779,""ENSG00000258518"""	chr3	157813800	157823952	158096011	158106212
SHPK	sedoheptulokinase	PA162403312	23729	HGNC:1492	ENSG00000197417	chr17	3511556	3539616	3608262	3636322
SHPRH	SNF2 histone linker PHD RING helicase	PA134880315	257218	HGNC:19336	ENSG00000146414	chr6	146205943	146285421	145857838	145964436
SHQ1	SHQ1, H/ACA ribonucleoprotein assembly factor	PA142670921	55164	HGNC:25543	ENSG00000144736	chr3	72798426	72897631	72725703	72848475
SHROOM1	shroom family member 1	PA147357345	134549	HGNC:24084	ENSG00000164403	chr5	132157833	132166655	132822141	132831626
SHROOM2	shroom family member 2	PA24916	357	HGNC:630	ENSG00000146950	chrX	9754496	9917585	9786406	9949443
SHROOM2P1	shroom family member 2 pseudogene 1	PA24917	10031	HGNC:631		chrY	14652993	14655155	12541058	12543220
SHROOM3	shroom family member 3	PA147357295	57619	HGNC:30422	ENSG00000138771	chr4	77356253	77704406	76435100	76783253
SHROOM4	shroom family member 4	PA147357321	57477	HGNC:29215	ENSG00000158352	chrX	50334642	50557044	50575534	50814167
SHTN1	shootin 1	PA134973737	57698	HGNC:29319	ENSG00000187164	chr10	118642888	118886097	116883377	117126586
SI	sucrase-isomaltase	PA35758	6476	HGNC:10856	ENSG00000090402	chr3	164696686	164796283	164978898	165078495
SIAE	sialic acid acetylesterase	PA142670922	54414	HGNC:18187	ENSG00000110013	chr11	124505685	124546199	124635789	124676303
SIAH1	siah E3 ubiquitin protein ligase 1	PA35759	6477	HGNC:10857	ENSG00000196470	chr16	48394442	48419229	48360531	48448440
SIAH2	siah E3 ubiquitin protein ligase 2	PA35760	6478	HGNC:10858	ENSG00000181788	chr3	150458910	150481263	150741123	150763476
SIAH3	siah E3 ubiquitin protein ligase family member 3	PA164725697	283514	HGNC:30553	ENSG00000215475	chr13	46354405	46425846	45780270	45851711
SIDT1	SID1 transmembrane family member 1	PA134923837	54847	HGNC:25967	ENSG00000072858	chr3	113251218	113348422	113531774	113629579
SIDT2	SID1 transmembrane family member 2	PA134910333	51092	HGNC:24272	ENSG00000149577	chr11	117049626	117068161	117179223	117197445
SIGIRR	single Ig and TIR domain containing	PA142670915	59307	HGNC:30575	ENSG00000185187	chr11	405716	417454	405716	417454
SIGLEC1	sialic acid binding Ig like lectin 1	PA35976	6614	HGNC:11127	ENSG00000088827	chr20	3667617	3693213	3686970	3712558
SIGLEC10	sialic acid binding Ig like lectin 10	PA38004	89790	HGNC:15620	ENSG00000142512	chr19	51913275	51921057	51410021	51417803
SIGLEC11	sialic acid binding Ig like lectin 11	PA38005	114132	HGNC:15622	ENSG00000161640	chr19	50452250	50464439	49948993	49961172
SIGLEC12	sialic acid binding Ig like lectin 12 (gene/pseudogene)	PA37966	89858	HGNC:15482	"ENSG00000142512,""ENSG00000254521"""	chr19	51994613	52005043	51491227	51501789
SIGLEC14	sialic acid binding Ig like lectin 14	PA162403331	100049587	HGNC:32926	ENSG00000254415	chr19	52145806	52150132	51639478	51646879
SIGLEC15	sialic acid binding Ig like lectin 15	PA162403350	284266	HGNC:27596	ENSG00000197046	chr18	43405545	43422521	45825580	45842556
SIGLEC16	sialic acid binding Ig like lectin 16 (gene/pseudogene)	PA134972004	400709	HGNC:24851		chr19	50472912	50479076	49969600	49973531
SIGLEC17P	sialic acid binding Ig-like lectin 17, pseudogene	PA37993	284367	HGNC:15604		chr19	51670585	51676780	51167328	51173524
SIGLEC18P	sialic acid binding Ig-like lectin 18, pseudogene	PA37969	114184	HGNC:15491		chr19	51623087	51623593	51119830	51120336
SIGLEC20P	sialic acid binding Ig-like lectin 20, pseudogene	PA37994	114192	HGNC:15609		chr19	51688070	51688495	51184746	51185207
SIGLEC21P	sialic acid binding Ig-like lectin 21, pseudogene	PA37995	114194	HGNC:15610		chr19	51702112	51702577	51198856	51199321
SIGLEC22P	sialic acid binding Ig-like lectin 22, pseudogene	PA37996	114195	HGNC:15611		chr19	51714366	51714845	51211069	51211601
SIGLEC24P	sialic acid binding Ig-like lectin 24, pseudogene	PA37998	114196	HGNC:15613		chr19	51784089	51784442	51280835	51281188
SIGLEC25P	sialic acid binding Ig-like lectin 25, pseudogene	PA37999	114198	HGNC:15614		chr19	51964583	51965057	51461329	51461803
SIGLEC26P	sialic acid binding Ig-like lectin 26, pseudogene	PA38000	114185	HGNC:15615		chr19	51971903	51972784	51468649	51469530
SIGLEC27P	sialic acid binding Ig-like lectin 27, pseudogene	PA38001	114186	HGNC:15617		chr19	52011657	52012082	51508403	51508828
SIGLEC28P	sialic acid binding Ig-like lectin 28, pseudogene	PA38002	114187	HGNC:15618		chr19	52048579	52049340	51545326	51546087
SIGLEC29P	sialic acid binding Ig-like lectin 29, pseudogene	PA38003	114188	HGNC:15619		chr19	52067691	52068169	51564438	51564916
SIGLEC30P	sialic acid binding Ig-like lectin 30, pseudogene	PA38006	114190	HGNC:15623		chr1	170084664	170085538	170115494	170116393
SIGLEC31P	sialic acid binding Ig-like lectin 31, pseudogene	PA38087	114189	HGNC:16072		chr19	57101322	57101859	56589954	56590491
SIGLEC5	sialic acid binding Ig like lectin 5	PA35775	8778	HGNC:10874	ENSG00000105501	chr19	52114756	52133727	51610967	51630474
SIGLEC6	sialic acid binding Ig like lectin 6	PA35776	946	HGNC:10875	ENSG00000105492	chr19	52020951	52035110	51517725	51531859
SIGLEC7	sialic acid binding Ig like lectin 7	PA35777	27036	HGNC:10876	ENSG00000168995	chr19	51645558	51656783	51142261	51153526
SIGLEC8	sialic acid binding Ig like lectin 8	PA35778	27181	HGNC:10877	ENSG00000105366	chr19	51954251	51961708	51450997	51458454
SIGLEC9	sialic acid binding Ig like lectin 9	PA35779	27180	HGNC:10878	ENSG00000129450	chr19	51628137	51639520	51124880	51140480
SIGLECL1	SIGLEC family like 1	PA165393060	284369	HGNC:26856	ENSG00000179213	chr19	51754332	51772582	51251064	51269330
SIGMAR1	sigma non-opioid intracellular receptor 1	PA164725706	10280	HGNC:8157	ENSG00000147955	chr9	34634719	34637805	34634722	34637826
SIK1	salt inducible kinase 1	PA164725717	150094	HGNC:11142	ENSG00000142178	chr21	44834395	44847002	43414490	43427126
SIK2	salt inducible kinase 2	PA164725750	23235	HGNC:21680	ENSG00000170145	chr11	111473170	111597635	111602391	111726917
SIK3	SIK family kinase 3	PA165543631	23387	HGNC:29165	ENSG00000160584	chr11	116714118	116969131	116843402	117098453
SIKE1	suppressor of IKBKE 1	PA165752371	80143	HGNC:26119	ENSG00000052723	chr1	115312100	115323308	114769479	114780687
SIL1	SIL1 nucleotide exchange factor	PA142670916	64374	HGNC:24624	ENSG00000120725	chr5	138282409	138534065	138946720	139198376
SIM1	SIM bHLH transcription factor 1	PA35782	6492	HGNC:10882	ENSG00000112246	chr6	100832891	100912805	100385009	100464929
SIM2	SIM bHLH transcription factor 2	PA35783	6493	HGNC:10883	ENSG00000159263	chr21	38071991	38122510	36699117	36750219
SIMC1	SUMO interacting motifs containing 1	PA144596506	375484	HGNC:24779	ENSG00000170085	chr5	175665370	175772992	176238359	176345991
SIN3A	SIN3 transcription regulator family member A	PA134993567	25942	HGNC:19353	ENSG00000169375	chr15	75661720	75748181	75369379	75455819
SIN3B	SIN3 transcription regulator family member B	PA134909030	23309	HGNC:19354	ENSG00000127511	chr19	16940209	16991166	16829387	16880355
SINHCAF	SIN3-HDAC complex associated factor	PA134921007	58516	HGNC:30702	ENSG00000139146	chr12	31433356	31479159	31280584	31326225
SIPA1	signal-induced proliferation-associated 1	PA35785	6494	HGNC:10885	ENSG00000213445	chr11	65405578	65418391	65638107	65650930
SIPA1L1	signal induced proliferation associated 1 like 1	PA134940118	26037	HGNC:20284	ENSG00000197555	chr14	71788108	72207761	71320418	71741229
