Gene	Allele1	Allele2	ActivityScore	Phenotype	EHR	ConsultationID
G6PD	Piotrkow	Union,Maewo, Chinese-2, Kalo		Deficient	Abnormal/Priority/High Risk	58
G6PD	Piotrkow	Urayasu		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Piotrkow	Utrecht		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Piotrkow	Valladolid		Deficient	Abnormal/Priority/High Risk	58
G6PD	Piotrkow	Vancouver		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Piotrkow	Vanua Lava		Deficient	Abnormal/Priority/High Risk	58
G6PD	Piotrkow	Viangchan, Jammu		Deficient	Abnormal/Priority/High Risk	58
G6PD	Piotrkow	Villeurbanne		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Piotrkow	Volendam		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Piotrkow	Wayne		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Piotrkow	West Virginia		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Piotrkow	Wexham		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Piotrkow	Wisconsin		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Piotrkow	Yunan		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Plymouth			Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Plymouth	Plymouth		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Plymouth	Praha		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Plymouth	Puerto Limon		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Plymouth	Quing Yan		Deficient	Abnormal/Priority/High Risk	58
G6PD	Plymouth	Radlowo		Deficient	Abnormal/Priority/High Risk	58
G6PD	Plymouth	Rehevot		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Plymouth	Rignano		Deficient	Abnormal/Priority/High Risk	58
G6PD	Plymouth	Riley		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Plymouth	Riverside		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Plymouth	Roubaix		Deficient	Abnormal/Priority/High Risk	58
G6PD	Plymouth	S. Antioco		Deficient	Abnormal/Priority/High Risk	58
G6PD	Plymouth	Salerno Pyrgos		Deficient	Abnormal/Priority/High Risk	58
G6PD	Plymouth	Santa Maria		Deficient	Abnormal/Priority/High Risk	58
G6PD	Plymouth	Santiago		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Plymouth	Santiago de Cuba, Morioka		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Plymouth	Sao Borja		Variable	Abnormal/Priority/High Risk	62
G6PD	Plymouth	Seattle, Lodi, Modena, Ferrara II, Athens-like		Deficient	Abnormal/Priority/High Risk	58
G6PD	Plymouth	Seoul		Deficient	Abnormal/Priority/High Risk	58
G6PD	Plymouth	Serres		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Plymouth	Shenzen		Deficient	Abnormal/Priority/High Risk	58
G6PD	Plymouth	Shinshu		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Plymouth	Sibari		Deficient	Abnormal/Priority/High Risk	58
G6PD	Plymouth	Sierra Leone		Deficient	Abnormal/Priority/High Risk	58
G6PD	Plymouth	Sinnai		Deficient	Abnormal/Priority/High Risk	58
G6PD	Plymouth	Songklanagarind		Deficient	Abnormal/Priority/High Risk	58
G6PD	Plymouth	Split		Deficient	Abnormal/Priority/High Risk	58
G6PD	Plymouth	Stonybrook		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Plymouth	Sugao		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Plymouth	Sumare		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Plymouth	Sunderland		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Plymouth	Surabaya		Deficient	Abnormal/Priority/High Risk	58
G6PD	Plymouth	Suwalki		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Plymouth	Swansea		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Plymouth	Taipei, Chinese-3		Deficient	Abnormal/Priority/High Risk	58
G6PD	Plymouth	Telti/Kobe		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Plymouth	Tenri		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Plymouth	Toledo		Deficient	Abnormal/Priority/High Risk	58
G6PD	Plymouth	Tomah		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Plymouth	Tondela		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Plymouth	Torun		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Plymouth	Tsukui		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Plymouth	Ube Konan		Deficient	Abnormal/Priority/High Risk	58
G6PD	Plymouth	Union,Maewo, Chinese-2, Kalo		Deficient	Abnormal/Priority/High Risk	58
G6PD	Plymouth	Urayasu		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Plymouth	Utrecht		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Plymouth	Valladolid		Deficient	Abnormal/Priority/High Risk	58
G6PD	Plymouth	Vancouver		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Plymouth	Vanua Lava		Deficient	Abnormal/Priority/High Risk	58
G6PD	Plymouth	Viangchan, Jammu		Deficient	Abnormal/Priority/High Risk	58
G6PD	Plymouth	Villeurbanne		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Plymouth	Volendam		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Plymouth	Wayne		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Plymouth	West Virginia		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Plymouth	Wexham		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Plymouth	Wisconsin		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Plymouth	Yunan		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Praha			Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Praha	Praha		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Praha	Puerto Limon		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Praha	Quing Yan		Deficient	Abnormal/Priority/High Risk	58
G6PD	Praha	Radlowo		Deficient	Abnormal/Priority/High Risk	58
G6PD	Praha	Rehevot		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Praha	Rignano		Deficient	Abnormal/Priority/High Risk	58
G6PD	Praha	Riley		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Praha	Riverside		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Praha	Roubaix		Deficient	Abnormal/Priority/High Risk	58
G6PD	Praha	S. Antioco		Deficient	Abnormal/Priority/High Risk	58
G6PD	Praha	Salerno Pyrgos		Deficient	Abnormal/Priority/High Risk	58
G6PD	Praha	Santa Maria		Deficient	Abnormal/Priority/High Risk	58
G6PD	Praha	Santiago		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Praha	Santiago de Cuba, Morioka		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Praha	Sao Borja		Variable	Abnormal/Priority/High Risk	62
G6PD	Praha	Seattle, Lodi, Modena, Ferrara II, Athens-like		Deficient	Abnormal/Priority/High Risk	58
G6PD	Praha	Seoul		Deficient	Abnormal/Priority/High Risk	58
G6PD	Praha	Serres		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Praha	Shenzen		Deficient	Abnormal/Priority/High Risk	58
G6PD	Praha	Shinshu		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Praha	Sibari		Deficient	Abnormal/Priority/High Risk	58
G6PD	Praha	Sierra Leone		Deficient	Abnormal/Priority/High Risk	58
G6PD	Praha	Sinnai		Deficient	Abnormal/Priority/High Risk	58
G6PD	Praha	Songklanagarind		Deficient	Abnormal/Priority/High Risk	58
G6PD	Praha	Split		Deficient	Abnormal/Priority/High Risk	58
G6PD	Praha	Stonybrook		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Praha	Sugao		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Praha	Sumare		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Praha	Sunderland		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Praha	Surabaya		Deficient	Abnormal/Priority/High Risk	58
G6PD	Praha	Suwalki		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Praha	Swansea		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Praha	Taipei, Chinese-3		Deficient	Abnormal/Priority/High Risk	58
G6PD	Praha	Telti/Kobe		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Praha	Tenri		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Praha	Toledo		Deficient	Abnormal/Priority/High Risk	58
G6PD	Praha	Tomah		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Praha	Tondela		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Praha	Torun		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Praha	Tsukui		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Praha	Ube Konan		Deficient	Abnormal/Priority/High Risk	58
G6PD	Praha	Union,Maewo, Chinese-2, Kalo		Deficient	Abnormal/Priority/High Risk	58
G6PD	Praha	Urayasu		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Praha	Utrecht		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Praha	Valladolid		Deficient	Abnormal/Priority/High Risk	58
G6PD	Praha	Vancouver		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Praha	Vanua Lava		Deficient	Abnormal/Priority/High Risk	58
G6PD	Praha	Viangchan, Jammu		Deficient	Abnormal/Priority/High Risk	58
G6PD	Praha	Villeurbanne		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Praha	Volendam		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Praha	Wayne		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Praha	West Virginia		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Praha	Wexham		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Praha	Wisconsin		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Praha	Yunan		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Puerto Limon			Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Puerto Limon	Puerto Limon		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Puerto Limon	Quing Yan		Deficient	Abnormal/Priority/High Risk	58
G6PD	Puerto Limon	Radlowo		Deficient	Abnormal/Priority/High Risk	58
G6PD	Puerto Limon	Rehevot		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Puerto Limon	Rignano		Deficient	Abnormal/Priority/High Risk	58
G6PD	Puerto Limon	Riley		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Puerto Limon	Riverside		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Puerto Limon	Roubaix		Deficient	Abnormal/Priority/High Risk	58
G6PD	Puerto Limon	S. Antioco		Deficient	Abnormal/Priority/High Risk	58
G6PD	Puerto Limon	Salerno Pyrgos		Deficient	Abnormal/Priority/High Risk	58
G6PD	Puerto Limon	Santa Maria		Deficient	Abnormal/Priority/High Risk	58
G6PD	Puerto Limon	Santiago		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Puerto Limon	Santiago de Cuba, Morioka		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Puerto Limon	Sao Borja		Variable	Abnormal/Priority/High Risk	62
G6PD	Puerto Limon	Seattle, Lodi, Modena, Ferrara II, Athens-like		Deficient	Abnormal/Priority/High Risk	58
G6PD	Puerto Limon	Seoul		Deficient	Abnormal/Priority/High Risk	58
G6PD	Puerto Limon	Serres		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Puerto Limon	Shenzen		Deficient	Abnormal/Priority/High Risk	58
G6PD	Puerto Limon	Shinshu		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Puerto Limon	Sibari		Deficient	Abnormal/Priority/High Risk	58
G6PD	Puerto Limon	Sierra Leone		Deficient	Abnormal/Priority/High Risk	58
G6PD	Puerto Limon	Sinnai		Deficient	Abnormal/Priority/High Risk	58
G6PD	Puerto Limon	Songklanagarind		Deficient	Abnormal/Priority/High Risk	58
G6PD	Puerto Limon	Split		Deficient	Abnormal/Priority/High Risk	58
G6PD	Puerto Limon	Stonybrook		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Puerto Limon	Sugao		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Puerto Limon	Sumare		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Puerto Limon	Sunderland		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Puerto Limon	Surabaya		Deficient	Abnormal/Priority/High Risk	58
G6PD	Puerto Limon	Suwalki		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Puerto Limon	Swansea		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Puerto Limon	Taipei, Chinese-3		Deficient	Abnormal/Priority/High Risk	58
G6PD	Puerto Limon	Telti/Kobe		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Puerto Limon	Tenri		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Puerto Limon	Toledo		Deficient	Abnormal/Priority/High Risk	58
G6PD	Puerto Limon	Tomah		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Puerto Limon	Tondela		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Puerto Limon	Torun		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Puerto Limon	Tsukui		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Puerto Limon	Ube Konan		Deficient	Abnormal/Priority/High Risk	58
G6PD	Puerto Limon	Union,Maewo, Chinese-2, Kalo		Deficient	Abnormal/Priority/High Risk	58
G6PD	Puerto Limon	Urayasu		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Puerto Limon	Utrecht		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Puerto Limon	Valladolid		Deficient	Abnormal/Priority/High Risk	58
G6PD	Puerto Limon	Vancouver		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Puerto Limon	Vanua Lava		Deficient	Abnormal/Priority/High Risk	58
G6PD	Puerto Limon	Viangchan, Jammu		Deficient	Abnormal/Priority/High Risk	58
G6PD	Puerto Limon	Villeurbanne		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Puerto Limon	Volendam		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Puerto Limon	Wayne		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Puerto Limon	West Virginia		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Puerto Limon	Wexham		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Puerto Limon	Wisconsin		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Puerto Limon	Yunan		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Quing Yan			Deficient	Abnormal/Priority/High Risk	58
G6PD	Quing Yan	Quing Yan		Deficient	Abnormal/Priority/High Risk	58
G6PD	Quing Yan	Radlowo		Deficient	Abnormal/Priority/High Risk	58
G6PD	Quing Yan	Rehevot		Deficient	Abnormal/Priority/High Risk	58
G6PD	Quing Yan	Rignano		Deficient	Abnormal/Priority/High Risk	58
G6PD	Quing Yan	Riley		Deficient	Abnormal/Priority/High Risk	58
G6PD	Quing Yan	Riverside		Deficient	Abnormal/Priority/High Risk	58
G6PD	Quing Yan	Roubaix		Deficient	Abnormal/Priority/High Risk	58
G6PD	Quing Yan	S. Antioco		Deficient	Abnormal/Priority/High Risk	58
G6PD	Quing Yan	Salerno Pyrgos		Deficient	Abnormal/Priority/High Risk	58
G6PD	Quing Yan	Santa Maria		Deficient	Abnormal/Priority/High Risk	58
G6PD	Quing Yan	Santiago		Deficient	Abnormal/Priority/High Risk	58
G6PD	Quing Yan	Santiago de Cuba, Morioka		Deficient	Abnormal/Priority/High Risk	58
G6PD	Quing Yan	Sao Borja		Variable	Abnormal/Priority/High Risk	62
G6PD	Quing Yan	Seattle, Lodi, Modena, Ferrara II, Athens-like		Deficient	Abnormal/Priority/High Risk	58
G6PD	Quing Yan	Seoul		Deficient	Abnormal/Priority/High Risk	58
G6PD	Quing Yan	Serres		Deficient	Abnormal/Priority/High Risk	58
G6PD	Quing Yan	Shenzen		Deficient	Abnormal/Priority/High Risk	58
G6PD	Quing Yan	Shinshu		Deficient	Abnormal/Priority/High Risk	58
G6PD	Quing Yan	Sibari		Deficient	Abnormal/Priority/High Risk	58
G6PD	Quing Yan	Sierra Leone		Deficient	Abnormal/Priority/High Risk	58
G6PD	Quing Yan	Sinnai		Deficient	Abnormal/Priority/High Risk	58
G6PD	Quing Yan	Songklanagarind		Deficient	Abnormal/Priority/High Risk	58
G6PD	Quing Yan	Split		Deficient	Abnormal/Priority/High Risk	58
G6PD	Quing Yan	Stonybrook		Deficient	Abnormal/Priority/High Risk	58
G6PD	Quing Yan	Sugao		Deficient	Abnormal/Priority/High Risk	58
G6PD	Quing Yan	Sumare		Deficient	Abnormal/Priority/High Risk	58
G6PD	Quing Yan	Sunderland		Deficient	Abnormal/Priority/High Risk	58
G6PD	Quing Yan	Surabaya		Deficient	Abnormal/Priority/High Risk	58
G6PD	Quing Yan	Suwalki		Deficient	Abnormal/Priority/High Risk	58
G6PD	Quing Yan	Swansea		Deficient	Abnormal/Priority/High Risk	58
G6PD	Quing Yan	Taipei, Chinese-3		Deficient	Abnormal/Priority/High Risk	58
G6PD	Quing Yan	Telti/Kobe		Deficient	Abnormal/Priority/High Risk	58
G6PD	Quing Yan	Tenri		Deficient	Abnormal/Priority/High Risk	58
G6PD	Quing Yan	Toledo		Deficient	Abnormal/Priority/High Risk	58
G6PD	Quing Yan	Tomah		Deficient	Abnormal/Priority/High Risk	58
G6PD	Quing Yan	Tondela		Deficient	Abnormal/Priority/High Risk	58
G6PD	Quing Yan	Torun		Deficient	Abnormal/Priority/High Risk	58
G6PD	Quing Yan	Tsukui		Deficient	Abnormal/Priority/High Risk	58
G6PD	Quing Yan	Ube Konan		Deficient	Abnormal/Priority/High Risk	58
G6PD	Quing Yan	Union,Maewo, Chinese-2, Kalo		Deficient	Abnormal/Priority/High Risk	58
G6PD	Quing Yan	Urayasu		Deficient	Abnormal/Priority/High Risk	58
G6PD	Quing Yan	Utrecht		Deficient	Abnormal/Priority/High Risk	58
G6PD	Quing Yan	Valladolid		Deficient	Abnormal/Priority/High Risk	58
G6PD	Quing Yan	Vancouver		Deficient	Abnormal/Priority/High Risk	58
G6PD	Quing Yan	Vanua Lava		Deficient	Abnormal/Priority/High Risk	58
G6PD	Quing Yan	Viangchan, Jammu		Deficient	Abnormal/Priority/High Risk	58
G6PD	Quing Yan	Villeurbanne		Deficient	Abnormal/Priority/High Risk	58
G6PD	Quing Yan	Volendam		Deficient	Abnormal/Priority/High Risk	58
G6PD	Quing Yan	Wayne		Deficient	Abnormal/Priority/High Risk	58
G6PD	Quing Yan	West Virginia		Deficient	Abnormal/Priority/High Risk	58
G6PD	Quing Yan	Wexham		Deficient	Abnormal/Priority/High Risk	58
G6PD	Quing Yan	Wisconsin		Deficient	Abnormal/Priority/High Risk	58
G6PD	Quing Yan	Yunan		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Radlowo			Deficient	Abnormal/Priority/High Risk	58
G6PD	Radlowo	Radlowo		Deficient	Abnormal/Priority/High Risk	58
G6PD	Radlowo	Rehevot		Deficient	Abnormal/Priority/High Risk	58
G6PD	Radlowo	Rignano		Deficient	Abnormal/Priority/High Risk	58
G6PD	Radlowo	Riley		Deficient	Abnormal/Priority/High Risk	58
G6PD	Radlowo	Riverside		Deficient	Abnormal/Priority/High Risk	58
G6PD	Radlowo	Roubaix		Deficient	Abnormal/Priority/High Risk	58
G6PD	Radlowo	S. Antioco		Deficient	Abnormal/Priority/High Risk	58
G6PD	Radlowo	Salerno Pyrgos		Deficient	Abnormal/Priority/High Risk	58
G6PD	Radlowo	Santa Maria		Deficient	Abnormal/Priority/High Risk	58
G6PD	Radlowo	Santiago		Deficient	Abnormal/Priority/High Risk	58
G6PD	Radlowo	Santiago de Cuba, Morioka		Deficient	Abnormal/Priority/High Risk	58
G6PD	Radlowo	Sao Borja		Variable	Abnormal/Priority/High Risk	62
G6PD	Radlowo	Seattle, Lodi, Modena, Ferrara II, Athens-like		Deficient	Abnormal/Priority/High Risk	58
G6PD	Radlowo	Seoul		Deficient	Abnormal/Priority/High Risk	58
G6PD	Radlowo	Serres		Deficient	Abnormal/Priority/High Risk	58
G6PD	Radlowo	Shenzen		Deficient	Abnormal/Priority/High Risk	58
G6PD	Radlowo	Shinshu		Deficient	Abnormal/Priority/High Risk	58
G6PD	Radlowo	Sibari		Deficient	Abnormal/Priority/High Risk	58
G6PD	Radlowo	Sierra Leone		Deficient	Abnormal/Priority/High Risk	58
G6PD	Radlowo	Sinnai		Deficient	Abnormal/Priority/High Risk	58
G6PD	Radlowo	Songklanagarind		Deficient	Abnormal/Priority/High Risk	58
G6PD	Radlowo	Split		Deficient	Abnormal/Priority/High Risk	58
G6PD	Radlowo	Stonybrook		Deficient	Abnormal/Priority/High Risk	58
G6PD	Radlowo	Sugao		Deficient	Abnormal/Priority/High Risk	58
G6PD	Radlowo	Sumare		Deficient	Abnormal/Priority/High Risk	58
G6PD	Radlowo	Sunderland		Deficient	Abnormal/Priority/High Risk	58
G6PD	Radlowo	Surabaya		Deficient	Abnormal/Priority/High Risk	58
G6PD	Radlowo	Suwalki		Deficient	Abnormal/Priority/High Risk	58
G6PD	Radlowo	Swansea		Deficient	Abnormal/Priority/High Risk	58
G6PD	Radlowo	Taipei, Chinese-3		Deficient	Abnormal/Priority/High Risk	58
G6PD	Radlowo	Telti/Kobe		Deficient	Abnormal/Priority/High Risk	58
G6PD	Radlowo	Tenri		Deficient	Abnormal/Priority/High Risk	58
G6PD	Radlowo	Toledo		Deficient	Abnormal/Priority/High Risk	58
G6PD	Radlowo	Tomah		Deficient	Abnormal/Priority/High Risk	58
G6PD	Radlowo	Tondela		Deficient	Abnormal/Priority/High Risk	58
G6PD	Radlowo	Torun		Deficient	Abnormal/Priority/High Risk	58
G6PD	Radlowo	Tsukui		Deficient	Abnormal/Priority/High Risk	58
G6PD	Radlowo	Ube Konan		Deficient	Abnormal/Priority/High Risk	58
G6PD	Radlowo	Union,Maewo, Chinese-2, Kalo		Deficient	Abnormal/Priority/High Risk	58
G6PD	Radlowo	Urayasu		Deficient	Abnormal/Priority/High Risk	58
G6PD	Radlowo	Utrecht		Deficient	Abnormal/Priority/High Risk	58
G6PD	Radlowo	Valladolid		Deficient	Abnormal/Priority/High Risk	58
G6PD	Radlowo	Vancouver		Deficient	Abnormal/Priority/High Risk	58
G6PD	Radlowo	Vanua Lava		Deficient	Abnormal/Priority/High Risk	58
G6PD	Radlowo	Viangchan, Jammu		Deficient	Abnormal/Priority/High Risk	58
G6PD	Radlowo	Villeurbanne		Deficient	Abnormal/Priority/High Risk	58
G6PD	Radlowo	Volendam		Deficient	Abnormal/Priority/High Risk	58
G6PD	Radlowo	Wayne		Deficient	Abnormal/Priority/High Risk	58
G6PD	Radlowo	West Virginia		Deficient	Abnormal/Priority/High Risk	58
G6PD	Radlowo	Wexham		Deficient	Abnormal/Priority/High Risk	58
G6PD	Radlowo	Wisconsin		Deficient	Abnormal/Priority/High Risk	58
G6PD	Radlowo	Yunan		Indeterminate	Abnormal/Priority/High Risk	60
G6PD	Rehevot			Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Rehevot	Rehevot		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Rehevot	Rignano		Deficient	Abnormal/Priority/High Risk	58
G6PD	Rehevot	Riley		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Rehevot	Riverside		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Rehevot	Roubaix		Deficient	Abnormal/Priority/High Risk	58
G6PD	Rehevot	S. Antioco		Deficient	Abnormal/Priority/High Risk	58
G6PD	Rehevot	Salerno Pyrgos		Deficient	Abnormal/Priority/High Risk	58
G6PD	Rehevot	Santa Maria		Deficient	Abnormal/Priority/High Risk	58
G6PD	Rehevot	Santiago		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Rehevot	Santiago de Cuba, Morioka		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Rehevot	Sao Borja		Variable	Abnormal/Priority/High Risk	62
G6PD	Rehevot	Seattle, Lodi, Modena, Ferrara II, Athens-like		Deficient	Abnormal/Priority/High Risk	58
G6PD	Rehevot	Seoul		Deficient	Abnormal/Priority/High Risk	58
G6PD	Rehevot	Serres		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Rehevot	Shenzen		Deficient	Abnormal/Priority/High Risk	58
G6PD	Rehevot	Shinshu		Deficient with CNSHA	Abnormal/Priority/High Risk	59
G6PD	Rehevot	Sibari		Deficient	Abnormal/Priority/High Risk	58
G6PD	Rehevot	Sierra Leone		Deficient	Abnormal/Priority/High Risk	58
G6PD	Rehevot	Sinnai		Deficient	Abnormal/Priority/High Risk	58
G6PD	Rehevot	Songklanagarind		Deficient	Abnormal/Priority/High Risk	58
G6PD	Rehevot	Split		Deficient	Abnormal/Priority/High Risk	58
G6PD	Rehevot	Stonybrook		Deficient with CNSHA	Abnormal/Priority/High Risk	59
