Source	PAID	Summary	Gene	Drug	GeneID	DrugID	Phenotype	Recommendation	Alternate	Dosing
DPWG	PA166104975	The Dutch Pharmacogenetics Working Group Guideline for escitalopram recommends for intermediate and poor metabolizers of CYP2C19 to not exceed the in the DPWG document specified doses and for CYP2C19 ultrarapid metabolizer to avoid escitalopram.	CYP2C19	escitalopram	4349	1263	CYP2C19 PM (*2/*2, *2/*3, *3/*3)	None	0	0
DPWG	PA166104975	The Dutch Pharmacogenetics Working Group Guideline for escitalopram recommends for intermediate and poor metabolizers of CYP2C19 to not exceed the in the DPWG document specified doses and for CYP2C19 ultrarapid metabolizer to avoid escitalopram.	CYP2C19	escitalopram	4349	1263	CYP2C19 IM (*1/*2, *1/*3, *17/*2, *17/*3)	None	0	0
DPWG	PA166104975	The Dutch Pharmacogenetics Working Group Guideline for escitalopram recommends for intermediate and poor metabolizers of CYP2C19 to not exceed the in the DPWG document specified doses and for CYP2C19 ultrarapid metabolizer to avoid escitalopram.	CYP2C19	escitalopram	4349	1263	CYP2C19 UM (*17/*17)	Monitor plasma concentration and titrate dose to a maximum of 150% in response to efficacy and adverse drug event or select alternative drug (e.g. fluoxetine, paroxetine)	0	0
DPWG	PA166182843	Choose an alternative for patients with the SLCO1B1 521 CC or TC (rs4149056) genotype and with ADDITIONAL SIGNIFICANT RISK FACTORS for statin-induced myopathy. For patients without additional significant risk factors for statin-induced myopathy, advise the patients to contact their doctor in the event of muscle symptoms.	SLCO1B1	atorvastatin	19487	414	SLCO1B1 521 CC	- Patient has ADDITIONAL SIGNIFICANT RISK FACTORS for statin-induced myopathy:}{1. Choose an alternative.}{Do not select simvastatin, as this is also affected by the SLCO1B1 gene variation. Rosuvastatin and pravastatin are influenced to a similar extent by SLCO1B1 polymorphisms, but are not influenced by CYP3A4 inhibitors such as amiodarone, verapamil and diltiazem. Fluvastatin is not influenced significantly by SLCO1B1 gene variation or CYP3A4 inhibitors.}{2. If an alternative is not an option: advise the patient to contact their doctor in the event of muscle symptoms.}{- Patient has NO additional significant risk factors for statin-induced myopathy:}{1. Advise the patient to contact their doctor in the event of muscle symptoms.	0	0
DPWG	PA166182843	Choose an alternative for patients with the SLCO1B1 521 CC or TC (rs4149056) genotype and with ADDITIONAL SIGNIFICANT RISK FACTORS for statin-induced myopathy. For patients without additional significant risk factors for statin-induced myopathy, advise the patients to contact their doctor in the event of muscle symptoms.	SLCO1B1	atorvastatin	19487	414	SLCO1B1 521 TC	- Patient has ADDITIONAL SIGNIFICANT RISK FACTORS for statin-induced myopathy:}{1. Choose an alternative.}{Rosuvastatin and pravastatin are influenced to a similar extent by the SLCO1B1 gene variation, but are not influenced by CYP3A4 inhibitors such as amiodarone, verapamil and diltiazem. Fluvastatin is not influenced significantly by the SLCO1B1 gene variation or CYP3A4 inhibitors.}{2. If an alternative is not an option: advise the patient to contact their doctor in the event of muscle symptoms.}{- Patient has NO additional significant risk factors for statin-induced myopathy:}{1. Advise the patient to contact their doctor in the event of muscle symptoms.	0	0
DPWG	PA166182843	Choose an alternative for patients with the SLCO1B1 521 CC or TC (rs4149056) genotype and with ADDITIONAL SIGNIFICANT RISK FACTORS for statin-induced myopathy. For patients without additional significant risk factors for statin-induced myopathy, advise the patients to contact their doctor in the event of muscle symptoms.	SLCO1B1	atorvastatin	19487	414	521 CC	- Patient has ADDITIONAL SIGNIFICANT RISK FACTORS for statin-induced myopathy:}{1. Choose an alternative. Rosuvastatin and pravastatin are influenced to a similar extent by SLCO1B1 polymorphisms but are not influenced by CYP3A4 inhibitors such as amiodarone, verapamil and diltiazem. Fluvastatin is not influenced by SLCO1B1 polymorphisms or CYP3A4 inhibitors.}{2. If an alternative is not an option: advise the patient to contact their doctor in the event of muscle symptoms.}{- Patient has NO additional significant risk factors for statin-induced myopathy:}{1. Advise the patient to contact their doctor in the event of muscle symptoms.	0	0
DPWG	PA166182843	Choose an alternative for patients with the SLCO1B1 521 CC or TC (rs4149056) genotype and with ADDITIONAL SIGNIFICANT RISK FACTORS for statin-induced myopathy. For patients without additional significant risk factors for statin-induced myopathy, advise the patients to contact their doctor in the event of muscle symptoms.	SLCO1B1	atorvastatin	19487	414	521 TC	- Patient has ADDITIONAL SIGNIFICANT RISK FACTORS for statin-induced myopathy:}{1. Choose an alternative. Rosuvastatin and pravastatin are influenced to a similar extent by SLCO1B1 polymorphisms but are not influenced by CYP3A4 inhibitors such as amiodarone, verapamil and diltiazem. Fluvastatin is not influenced by SLCO1B1 polymorphisms or CYP3A4 inhibitors.}{2. If an alternative is not an option: advise the patient to contact their doctor in the event of muscle symptoms.}{- Patient has NO additional significant risk factors for statin-induced myopathy:}{1. Advise the patient to contact their doctor in the event of muscle symptoms.	0	0
CPIC	PA166124619	The CPIC dosing guideline for tacrolimus recommends increasing the starting dose by 1.5 to 2 times the recommended starting dose in patients who are CYP3A5 intermediate or extensive metabolizers, though total starting dose should not exceed 0.3 mg/kg/day. Therapeutic drug monitoring should also be used to guide dose adjustments.	CYP3A5	tacrolimus	4368	3127	Extensive metabolizer (CYP3A5 expresser)	Increase starting dose 1.5 to 2 times recommended starting dose. Total starting dose should not exceed 0.3mg/kg/day. Use therapeutic drug monitoring to guide dose adjustments	0	0
CPIC	PA166124619	The CPIC dosing guideline for tacrolimus recommends increasing the starting dose by 1.5 to 2 times the recommended starting dose in patients who are CYP3A5 intermediate or extensive metabolizers, though total starting dose should not exceed 0.3 mg/kg/day. Therapeutic drug monitoring should also be used to guide dose adjustments.	CYP3A5	tacrolimus	4368	3127	Intermediate metabolizer (CYP3A5 expresser)	Increase starting dose 1.5 to 2 times recommended starting dose. Total starting dose should not exceed 0.3mg/kg/day. Use therapeutic drug monitoring to guide dose adjustments	0	0
CPIC	PA166124619	The CPIC dosing guideline for tacrolimus recommends increasing the starting dose by 1.5 to 2 times the recommended starting dose in patients who are CYP3A5 intermediate or extensive metabolizers, though total starting dose should not exceed 0.3 mg/kg/day. Therapeutic drug monitoring should also be used to guide dose adjustments.	CYP3A5	tacrolimus	4368	3127	Poor metabolizer (CYP3A5 non-expresser)	Initiate therapy with standard recommended dose. Use therapeutic drug monitoring to guide dose adjustments	0	0
DPWG	PA166184614	Select an alternative drug or reduce the initial dose of azathioprine for patients that are NUDT15 poor metabolizers and reduce initial dose for patients that are NUDT15 intermediate metabolizers.	NUDT15	azathioprine	13756	432	NUDT15 IM	- IMMUNOSUPPRESSION:start with 50% of the standard dose. Adjustment of the initial dose should be performed based on toxicity (monitoring of the blood counts) and efficacy.}{Note: The percentage of 50% is based on the analogy with TPMT, for which the gene variants have a comparable effect on toxicity to those of NUDT15. A percentage of < 70% was calculated for NUDT15, but there were insufficient data available to calculate the exact percentage.}{Note: Dose adjustment based on the total of 6-TGN metabolites is not possible for these patients, as they develop toxicity within the therapeutic range that applies for patients without gene variants.}{Note: more stringent dose reductions are necessary if the patient is also TPMT IM or TPMT PM.	0	0
DPWG	PA166184614	Select an alternative drug or reduce the initial dose of azathioprine for patients that are NUDT15 poor metabolizers and reduce initial dose for patients that are NUDT15 intermediate metabolizers.	NUDT15	azathioprine	13756	432	NUDT15 PM	- avoid azathioprine and mercaptopurine.  If it is not possible to avoid azathioprine and mercaptopurine: use 10% of the standard dose and advise patients to seek medical attention when symptoms of myelosuppression (such as severe sore throat in combination with fever, regular nosebleeds and tendency to bruising) occur. Any adjustment of the initial dose should be guided by toxicity (monitoring of blood counts) and efficacy.}{Note: The percentage of 10% is based on the analogy with TPMT, for which the gene variants have a comparable effect on toxicity to those of NUDT15. A percentage of < 20% was calculated for NUDT15 PM, but there were insufficient data available to calculate the exact percentage.}{Note: Dose adjustment based on the total of 6-TGN metabolites is not possible for these patients, as they develop toxicity within the therapeutic range that applies for patients without gene variants.	0	0
DPWG	PA166184614	Select an alternative drug or reduce the initial dose of azathioprine for patients that are NUDT15 poor metabolizers and reduce initial dose for patients that are NUDT15 intermediate metabolizers.	NUDT15	azathioprine	13756	432	NUDT15 IM	- IMMUNOSUPPRESSION:start with 50% of the standard dose. Adjustment of the initial dose should be performed based on toxicity (monitoring of the blood counts) and efficacy. Monitoring should be performed at an increased frequency.}{Note: The percentage of 50% is based on the analogy with TPMT, for which the gene variants have a comparable effect on toxicity to those of NUDT15. A percentage of < 70% was calculated for NUDT15, but there were insufficient data available to calculate the exact percentage.}{Note: Dose adjustment based on the total of 6-TGN metabolites is not possible for these patients, as they develop toxicity within the therapeutic range that applies for patients without gene variants.}{Note: more stringent dose reductions are necessary if the patient is also TPMT IM.	0	0
DPWG	PA166184614	Select an alternative drug or reduce the initial dose of azathioprine for patients that are NUDT15 poor metabolizers and reduce initial dose for patients that are NUDT15 intermediate metabolizers.	NUDT15	azathioprine	13756	432	NUDT15 PM	- avoid azathioprine and mercaptopurine.  If it is not possible to avoid azathioprine and mercaptopurine: use 10% of the standard dose and advise patients to seek medical attention when symptoms of myelosuppression (such as severe sore throat in combination with fever, regular nosebleeds and tendency to bruising) occur. Any adjustment of the initial dose should be guided by toxicity (monitoring of blood counts) and efficacy. Monitoring should be performed at an increased frequency.}{Note: The percentage of 10% is based on the analogy with TPMT, for which the gene variants have a comparable effect on toxicity to those of NUDT15. A percentage of < 20% was calculated for NUDT15 PM, but there were insufficient data available to calculate the exact percentage.}{Note: Dose adjustment based on the total of 6-TGN metabolites is not possible for these patients, as they develop toxicity within the therapeutic range that applies for patients without gene variants.	0	0
